Distribution of world languages by number of first-language speakers,,,,,,,,,
Population range,Living languages,,,number of speakers,,,,,
Trans-New Guinea,478,6.73,"3,553,780",0.05,"7,435","1,500","East Timor, Indonesia, Papua New Guinea",,
,,,,,,,,,
,,,,,,,,,
Other language families of the world,,,,,,,,,
Language family,living languages,number of speakers,,,,,Countries,,
,count,percent,total,percent,mean,median,,,
Algic,41,0.58,"217,478",,"5,304",850,"Canada, United States",,
Amto-Musan,2,0.03,520,,260,260,Papua New Guinea,,
Andamanese,4,0.06,501,,125,122,India,,
Arafundi,3,0.04,"1,960",,653,400,Papua New Guinea,,
Arai (Left May),6,0.08,"2,005",,334,340,Papua New Guinea,,
Arauan,5,0.07,"5,870",,"1,174",740,Brazil,,
Australian,193,2.72,"40,071",,208,26,Australia,,
Austro-Asiatic,166,2.34,"104,993,793",1.58,"632,493","10,000","Bangladesh, Cambodia, China, India, Laos, Malaysia, Myanmar, Thailand, Viet Nam",,
Aymaran,3,0.04,"1,702,740",0.03,"567,580","213,000","Bolivia, Peru",,
Barbacoan,3,0.04,"27,360",,"9,120","9,390","Colombia, Ecuador",,
Bayono-Awbono,2,0.03,200,,100,100,Indonesia,,
Border,15,0.21,"17,080",,"1,139",410,"Indonesia, Papua New Guinea",,
Bororoan,2,0.03,"1,393",,696,696,Brazil,,
Botocudoan,1,0.01,10,,10,10,Brazil,,
Caddoan,5,0.07,46,,9,10,United States,,
Cahuapanan,2,0.03,"10,270",,"5,135","5,135",Peru,,
Cariban,29,0.41,"66,776",,"2,303",600,"Brazil, Colombia, Guyana, Suriname, Venezuela",,
Central Solomons,4,0.06,"14,810",,"3,702","2,145",Solomon Islands,,
Chapacuran,4,0.06,"2,019",,505,44,"Bolivia, Brazil",,
Chibchan,20,0.28,"303,120",,"15,156","2,900","Colombia, Costa Rica, Honduras, Nicaragua, Panama",,
Chimakuan,1,0.01,0,,0,0,United States,,
Chinookan,2,0.03,65,,32,32,United States,,
Chipaya-Uru,2,0.03,"1,202",,601,601,Bolivia,,
Chocoan,7,0.1,"114,860",,"16,409","5,510","Colombia, Panama",,
Chon,1,0.01,0,,0,0,Argentina,,
Chukotko-Kamchatkan,5,0.07,"6,875",,"1,375",80,Russian Federation,,
Chumashan,6,0.08,0,,0,0,United States,,
Cochimí-Yuman,9,0.13,"2,384",,265,170,"Mexico, United States",,
Constructed language,1,0.01,"1,000",,"1,000","1,000",Poland,,
Coosan,1,0.01,0,,0,0,United States,,
Creole,88,1.24,"41,026,575",0.62,"466,211","37,100","Antigua and Barbuda, Australia, Bahamas, Barbados, Belize, Brazil, Cameroon, Cape Verde Islands, Central African Republic, Chad, China–Macao, Colombia, Congo, Curacao, Democratic Republic of the Congo, East Timor, Equatorial Guinea, French Guiana, Ghana, Grenada, Guadeloupe, Guinea-Bissau, Guyana, Haiti, India, Indonesia, Jamaica, Malaysia, Mauritius, Mexico, Micronesia, New Caledonia, Nicaragua, Nigeria, Norfolk Island, Panama, Papua New Guinea, Philippines, Réunion, Saint Lucia, Saint Vincent and the Grenadines, São Tomé e Príncipe, Seychelles, Sierra Leone, Singapore, Solomon Islands, South Africa, South Sudan, Sri Lanka, Suriname, Tanzania, Trinidad and Tobago, Turks and Caicos Islands, U.S. Virgin Islands, Uganda, United States, Vanuatu",,
Dravidian,85,1.2,"228,108,690",3.43,"2,683,632","26,000","India, Nepal, Pakistan",,
East Bird’s Head-Sentani,8,0.11,"71,730",,"8,966","5,875",Indonesia,,
East Geelvink Bay,12,0.17,"8,005",,667,300,Indonesia,,
East New Britain,6,0.08,"13,800",,"2,300","1,950",Papua New Guinea,,
Eastern Trans-Fly,4,0.06,"6,760",,"1,690","1,525","Australia, Papua New Guinea",,
Eskimo-Aleut,10,0.14,"108,705",,"10,870","1,200","Canada, Greenland, Russian Federation, United States",,
Eyak-Athabaskan,40,0.56,"205,129",,"5,128",85,"Canada, United States",,
Fas,2,0.03,"2,840",,"1,420","1,420",Papua New Guinea,,
Guajiboan,5,0.07,"38,700",,"7,740","1,000",Colombia,,
Guaykuruan,4,0.06,"49,350",,"12,338","3,500","Argentina, Brazil",,
Haida,2,0.03,24,,12,12,Canada,,
Harákmbut,2,0.03,"2,220",,"1,110","1,110",Peru,,
Hmong-Mien,38,0.54,"9,331,720",0.14,"245,572","65,500","China, Laos, Viet Nam",,
Huavean,4,0.06,"14,670",,"3,668","1,585",Mexico,,
Iroquoian,9,0.13,"16,439",,"1,827",100,"Canada, United States",,
Jabutian,2,0.03,3,,2,1,Brazil,,
Japonic,12,0.17,"129,204,210",1.94,"10,767,018","5,000",Japan,,
Jean,13,0.18,"44,335",,"3,410","1,535",Brazil,,
Jicaquean,1,0.01,350,,350,350,Honduras,,
Jivaroan,4,0.06,"135,450",,"33,862","32,110","Ecuador, Peru",,
Karajá,1,0.01,"2,670",,"2,670","2,670",Brazil,,
Kartvelian,5,0.07,"4,113,630",0.06,"822,726","62,600","Georgia, Israel, Turkey",,
Katukinan,2,0.03,10,,5,5,Brazil,,
Kaure,3,0.04,900,,300,250,Indonesia,,
Kaweskaran,1,0.01,12,,12,12,Chile,,
Keresan,2,0.03,"10,670",,"5,335","5,335",United States,,
Khoe-Kwadi,12,0.17,"277,547",,"23,129","1,735","Botswana, Namibia, South Africa",,
Kiowa-Tanoan,5,0.07,"7,230",,"1,446","1,500",United States,,
Koreanic,2,0.03,"77,238,270",1.16,"38,619,135","38,619,135",South Korea,,
Kwomtari,3,0.04,"2,850",,950,750,Papua New Guinea,,
Kx’a,4,0.06,"109,860",,"27,465","25,100","Botswana, Namibia",,
Lakes Plain,19,0.27,"9,655",,508,300,Indonesia,,
Language isolate,77,1.08,"854,180",0.01,"11,093",51,"Bolivia, Brazil, Canada, Chad, Chile, Colombia, Ecuador, Guyana, India, Indonesia, Japan, Mali, Mexico, Nepal, Nigeria, Pakistan, Papua New Guinea, Peru, Russian Federation, Spain, Tanzania, United States, Venezuela",,
Lencan,1,0.01,0,,0,0,Honduras,,
Lower Mamberamo,2,0.03,800,,400,400,Indonesia,,
Maiduan,3,0.04,4,,1,1,United States,,
Maipurean,54,0.76,"683,009",0.01,"12,648",650,"Bolivia, Brazil, Colombia, Guyana, Honduras, Peru, Puerto Rico, Suriname, Venezuela",,
Mairasi,3,0.04,"4,385",,"1,462","1,000",Indonesia,,
Mapudungu,2,0.03,"260,410",,"130,205","130,205",Chile,,
Mascoyan,6,0.08,"13,998",,"2,333","1,355",Paraguay,,
Matacoan,7,0.1,"60,280",,"8,611","2,150","Argentina, Bolivia, Paraguay",,
Maxakalian,2,0.03,"1,270",,635,635,Brazil,,
Mayan,31,0.44,"6,512,723",0.1,"210,088","54,200","Belize, Guatemala, Mexico",,
Maybrat,2,0.03,"25,000",,"12,500","12,500",Indonesia,,
Misumalpan,4,0.06,"152,050",,"38,012","4,525",Nicaragua,,
Miwok-Costanoan,8,0.11,19,,2,0,United States,,
Mixe-Zoquean,17,0.24,"163,704",,"9,630","8,000",Mexico,,
Mixed language,23,0.32,"796,905",0.01,"34,648","1,000","Armenia, Australia, China, Ecuador, France, Germany, Greece, Guatemala, Guinea, Ireland, Micronesia, Niger, Norway, Philippines, Russian Federation, Serbia, South Africa, Spain, Sweden, Tanzania, United Kingdom, United States",,
Mongol-Langam,3,0.04,"1,970",,657,420,Papua New Guinea,,
Mongolic,13,0.18,"7,155,590",0.11,"550,430","96,100","Afghanistan, China, Mongolia, Russian Federation",,
Mosetenan,1,0.01,"5,320",,"5,320","5,320",Bolivia,,
Muran,1,0.01,360,,360,360,Brazil,,
Muskogean,6,0.08,"16,489",,"2,748",395,United States,,
Nambikwara,6,0.08,"1,068",,178,10,Brazil,,
Nilo-Saharan,201,2.83,"50,326,960",0.76,"250,383","44,000","Algeria, Benin, Central African Republic, Chad, Democratic Republic of the Congo, Egypt, Eritrea, Ethiopia, Kenya, Mali, Niger, Nigeria, South Sudan, Sudan, Tanzania, Uganda",,
Nimboran,5,0.07,"8,500",,"1,700","2,000",Indonesia,,
North Bougainville,4,0.06,"10,020",,"2,505","2,350",Papua New Guinea,,
North Caucasian,33,0.46,"6,603,775",0.1,"200,114","6,180","Azerbaijan, Georgia, Russian Federation",,
Otomanguean,176,2.48,"1,681,257",0.03,"9,553","4,060","Mexico, Nicaragua",,
Paezan,4,0.06,"61,000",,"15,250","10,500",Colombia,,
Palaihnihan,2,0.03,10,,5,5,United States,,
Panoan,21,0.3,"38,284",,"1,823",500,"Bolivia, Brazil, Peru",,
Pauwasi,5,0.07,"3,710",,742,230,"Indonesia, Papua New Guinea",,
Piawi,2,0.03,"2,600",,"1,300","1,300",Papua New Guinea,,
Pidgin,13,0.18,"113,001",,"8,692",0,"Australia, India, Indonesia, Liberia, Nauru, Nigeria, Papua New Guinea, South Africa, Suriname, United States, Zambia",,
Pomoan,7,0.1,49,,7,1,United States,,
Puinavean,7,0.1,"6,205",,886,500,"Brazil, Colombia",,
Quechuan,44,0.62,"7,767,820",0.12,"176,541","27,500","Argentina, Bolivia, Colombia, Ecuador, Peru",,
Ramu-Lower Sepik,32,0.45,"66,180",,"2,068","1,040",Papua New Guinea,,
Sahaptian,5,0.07,225,,45,25,United States,,
Salish,25,0.35,"1,826",,73,12,"Canada, United States",,
Sálivan,3,0.04,"18,630",,"6,210","2,500","Colombia, Venezuela",,
Senagi,2,0.03,"2,960",,"1,480","1,480","Indonesia, Papua New Guinea",,
Sepik,55,0.77,"162,829",,"2,961",700,Papua New Guinea,,
Sign language,140,1.97,"13,158,282",0.2,"93,988","8,000","Afghanistan, Albania, Algeria, Argentina, Armenia, Australia, Austria, Belgium, Bolivia, Brazil, Bulgaria, Canada, Chad, Chile, China, China–Hong Kong, China–Taiwan, Colombia, Costa Rica, Croatia, Cuba, Czechia, Denmark, Dominican Republic, Ecuador, Egypt, El Salvador, Estonia, Ethiopia, Finland, France, Germany, Ghana, Greece, Guatemala, Guinea, Honduras, Hungary, Iceland, India, Indonesia, Iran, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kenya, Laos, Latvia, Libya, Lithuania, Madagascar, Malaysia, Mali, Malta, Mauritius, Mexico, Moldova, Mongolia, Morocco, Mozambique, Namibia, Nepal, Netherlands, New Zealand, Nicaragua, Nigeria, Norway, Pakistan, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Poland, Portugal, Puerto Rico, Romania, Russian Federation, Saudi Arabia, Serbia, Sierra Leone, Singapore, Slovakia, Solomon Islands, South Africa, South Korea, Spain, Sri Lanka, Sweden, Switzerland, Tanzania, Thailand, Trinidad and Tobago, Tunisia, Turkey, Uganda, Ukraine, United Kingdom, United States, Uruguay, Venezuela, Viet Nam, Zambia, Zimbabwe",,
Siouan-Catawban,14,0.2,"10,249",,732,117,"Canada, United States",,
Skou,8,0.11,"5,855",,732,530,"Indonesia, Papua New Guinea",,
Somahai,2,0.03,"2,200",,"1,100","1,100",Indonesia,,
South Bougainville,9,0.13,"68,700",,"7,633","3,000",Papua New Guinea,,
South-Central Papuan,22,0.31,"16,312",,741,365,"Indonesia, Papua New Guinea",,
Tacanan,6,0.08,"4,950",,825,670,Bolivia,,
Tai-Kadai,90,1.27,"80,886,958",1.22,"898,744","71,800","China, India, Laos, Myanmar, Thailand, Viet Nam",,
Tarascan,2,0.03,"235,000",,"117,500","117,500",Mexico,,
Tequistlatecan,2,0.03,"3,480",,"1,740","1,740",Mexico,,
Tiniguan,1,0.01,2,,2,2,Colombia,,
Tor-Kwerba,24,0.34,"16,195",,675,400,Indonesia,,
Torricelli,57,0.8,"113,505",,"1,991",750,Papua New Guinea,,
Totonacan,12,0.17,"282,120",,"23,510","3,135",Mexico,,
Tsimshian,3,0.04,"1,388",,463,350,Canada,,
Tucanoan,23,0.32,"30,248",,"1,315",642,"Brazil, Colombia, Ecuador, Peru",,
Tungusic,11,0.15,"55,452",,"5,041",150,"China, Russian Federation",,
Tupian,66,0.93,"6,244,802",0.09,"94,618",230,"Bolivia, Brazil, French Guiana, Paraguay, Peru",,
Turkic,39,0.55,"172,371,468",2.59,"4,419,781","331,000","Afghanistan, Azerbaijan, China, Georgia, Iran, Kazakhstan, Kyrgyzstan, Lithuania, Moldova, Russian Federation, Turkey, Turkmenistan, Ukraine, Uzbekistan",,
Tuu,2,0.03,"2,505",,"1,252","1,252","Botswana, South Africa",,
Unclassified,46,0.65,"360,449",,"7,836",23,"Afghanistan, Australia, Brazil, Cameroon, Central African Republic, Chad, China, Colombia, Ethiopia, Haiti, India, Indonesia, Nicaragua, Nigeria, Papua New Guinea, Peru, South Africa, Spain, United Kingdom, Venezuela, Viet Nam",,
Uralic,37,0.52,"20,611,268",0.31,"557,061","2,000","Estonia, Finland, Hungary, Latvia, Norway, Russian Federation, Sweden",,
Uto-Aztecan,58,0.82,"1,925,793",0.03,"33,203","5,255","El Salvador, Mexico, United States",,
Wakashan,6,0.08,698,,116,98,"Canada, United States",,
West Papuan,23,0.32,"269,425",,"11,714","3,310",Indonesia,,
Wintuan,3,0.04,38,,13,19,United States,,
Witotoan,7,0.1,"15,897",,"2,271",194,"Colombia, Peru",,
Yaguan,1,0.01,"5,000",,"5,000","5,000",Peru,,
Yanomaman,5,0.07,"32,100",,"6,420","5,070","Brazil, Venezuela",,
Yele-West New Britain,3,0.04,"6,550",,"2,183","2,000",Papua New Guinea,,
Yeniseian,2,0.03,211,,106,105,Russian Federation,,
Yokutsan,1,0.01,50,,50,50,United States,,
Yuat,6,0.08,"7,700",,"1,283","1,045",Papua New Guinea,,
Yukaghir,2,0.03,740,,370,370,Russian Federation,,
Yukian,2,0.03,3,,2,1,United States,,
Zamucoan,2,0.03,"5,900",,"2,950","2,950",Paraguay,,
Zaparoan,3,0.04,90,,30,35,"Ecuador, Peru",,
Totals,"2,613",36.81,"978,034,375",14.72,,,,,
,,,,,,,,,
,,,,,,,,,
DISTRIBUTION OF LIVING LANGUAGES IN THE WORLD BY COUNTRY,,,,,,,,,
Country,Living languages,,,,Number of speakers,,,Diversity,
,count,percent,established,immigrant,total,mean,median,index,coverage
Afghanistan,42,0.59,41,1,"22,964,800","560,117","8,000",0.79,98%
Albania,12,0.17,8,4,"2,801,786","280,179","4,220",0.503,83%
Algeria,21,0.3,18,3,"33,135,600","1,743,979","40,000",0.36,90%
American Samoa,7,0.1,2,5,"55,910","9,318","25,800",0.21,86%
Andorra,5,0.07,4,1,"74,270","14,854","19,650",0.671,100%
Angola,40,0.56,40,0,"23,511,670","602,863","43,900",0.748,98%
Anguilla,2,0.03,2,0,"12,450","6,225","6,225",0.141,100%
Antigua and Barbuda,5,0.07,2,3,"135,000","33,750","66,500",0.515,80%
Argentina,38,0.54,24,14,"44,146,270","1,337,766","8,410",0.165,87%
Armenia,13,0.18,7,6,"3,041,450","276,495","11,135",0.053,85%
Aruba,6,0.08,4,2,"81,090","20,272","9,000",0.429,67%
Australia,259,3.65,215,44,"21,607,217","87,479",30,0.274,95%
Austria,29,0.41,13,16,"8,961,530","426,740","24,900",0.234,72%
Azerbaijan,37,0.52,18,19,"9,246,510","264,186","20,000",0.202,95%
Bahamas,5,0.07,3,2,"576,280","144,070","284,500",0.509,80%
Bahrain,14,0.2,6,8,"724,300","55,715","80,000",0.658,93%
Bangladesh,46,0.65,41,5,"193,817,420","4,404,941","15,500",0.318,96%
Barbados,3,0.04,3,0,"518,290","172,763","256,000",0.5,100%
Belarus,11,0.15,4,7,"9,170,400","833,673","1,230,500",0.411,100%
Belgium,36,0.51,11,25,"12,807,200","457,400","200,000",0.7,78%
Belize,12,0.17,8,4,"541,160","45,097","14,100",0.721,100%
Benin,56,0.79,55,1,"6,635,390","122,878","60,500",0.933,96%
Bermuda,3,0.04,2,1,"65,610","32,805","63,000",0.076,67%
Bhutan,31,0.44,23,8,"639,800","25,592","8,000",0.827,81%
Bolivia,45,0.63,43,2,"7,335,305","170,588",400,0.565,96%
Bosnia and Herzegovina,11,0.15,5,6,"2,699,500","269,950","383,000",0.694,91%
Botswana,38,0.54,31,7,"2,213,660","63,247","5,950",0.397,92%
Brazil,227,3.2,216,11,"204,400,751","959,628",240,0.099,94%
British Indian Ocean Territory,1,0.01,1,0,"3,500","3,500","3,500",0,100%
British Virgin Islands,2,0.03,2,0,"39,700","19,850","19,850",0.5,100%
Brunei,17,0.24,15,2,"459,685","28,730","8,150",0.57,94%
Bulgaria,25,0.35,11,14,"8,016,320","364,378","10,500",0.226,88%
Burkina Faso,71,1,71,0,"12,472,930","183,425","20,500",0.721,96%
Burundi,4,0.06,3,1,"10,036,100","2,509,025","9,600",0.007,100%
Cambodia,28,0.39,27,1,"15,826,130","608,697","6,220",0.101,93%
Cameroon,280,3.94,279,1,"10,166,051","37,375","9,500",0.974,97%
Canada,164,2.31,94,70,"32,967,314","207,342",360,0.603,97%
Cape Verde Islands,4,0.06,2,2,"492,000","492,000","492,000",?,25%
Caribbean Netherlands,6,0.08,5,1,"18,540","3,708","3,390",0.707,83%
Cayman Islands,4,0.06,1,3,"74,840","18,710","50,000",0.475,100%
Central African Republic,83,1.17,72,11,"3,488,143","45,301","17,350",0.959,93%
Chad,132,1.86,131,1,"8,638,559","71,988","13,150",0.933,91%
Chile,17,0.24,11,6,"17,728,013","1,772,801","10,500",0.036,59%
China,301,4.24,299,2,"1,298,861,948","4,448,157","27,700",0.521,97%
China–Hong Kong,10,0.14,7,3,"7,323,700","813,744","89,800",0.205,90%
China–Macao,8,0.11,6,2,"862,790","107,849","19,620",0.253,100%
China–Taiwan,28,0.39,22,6,"22,093,700","920,571","6,620",0.489,86%
Colombia,86,1.21,82,4,"47,059,630","580,983","1,300",0.019,94%
Comoros,6,0.08,6,0,"764,500","152,900","40,000",0.551,83%
Congo,65,0.92,62,3,"3,691,260","59,536","14,400",0.821,95%
Cook Islands,5,0.07,5,0,"15,000","3,000",680,0.232,100%
Costa Rica,12,0.17,11,1,"4,523,430","452,343","2,840",0.036,83%
Croatia,25,0.35,15,10,"4,433,610","192,766","10,200",0.102,92%
Cuba,5,0.07,3,2,"11,203,500","3,734,500","5,600,000",0.001,60%
Curacao,6,0.08,5,1,"136,910","27,382","8,550",0.285,83%
Cyprus,15,0.21,4,11,"1,531,180","117,783","154,880",0.444,87%
Czechia,26,0.37,10,16,"10,794,890","415,188","10,450",0.072,100%
Côte d’Ivoire,99,1.39,84,15,"12,308,290","146,527","25,200",0.9,85%
Democratic Republic of the Congo,212,2.99,210,2,"39,893,030","199,465","26,000",0.948,94%
Denmark,23,0.32,4,19,"5,637,000","296,684","16,450",0.089,83%
Djibouti,10,0.14,5,5,"731,900","104,557","162,000",0.504,70%
Dominica,5,0.07,3,2,"52,800","17,600","10,000",0.313,60%
Dominican Republic,9,0.13,4,5,"9,433,500","1,572,250","159,000",0.04,67%
East Timor,20,0.28,20,0,"1,040,006","52,000","16,700",0.819,100%
Ecuador,25,0.35,24,1,"16,279,895","651,196","11,695",0.182,100%
Egypt,23,0.32,15,8,"94,879,800","4,993,674","752,000",0.512,83%
El Salvador,5,0.07,5,0,"6,278,000","2,092,667","7,500",0.003,60%
Equatorial Guinea,17,0.24,14,3,"699,039","58,253","7,500",0.284,71%
